"Filename","target","category","speaker","fold"
"0_lucas_41.wav","0","zero","lucas","1"
"0_lucas_42.wav","0","zero","lucas","2"
"0_lucas_43.wav","0","zero","lucas","3"
"0_lucas_44.wav","0","zero","lucas","4"
"0_lucas_45.wav","0","zero","lucas","5"
"0_lucas_46.wav","0","zero","lucas","6"
"0_lucas_47.wav","0","zero","lucas","7"
"0_lucas_48.wav","0","zero","lucas","8"
"0_lucas_49.wav","0","zero","lucas","9"
"0_lucas_4.wav","0","zero","lucas","4"
"0_lucas_5.wav","0","zero","lucas","5"
"0_lucas_6.wav","0","zero","lucas","6"
"0_lucas_7.wav","0","zero","lucas","7"
"0_lucas_8.wav","0","zero","lucas","8"
"0_lucas_9.wav","0","zero","lucas","9"
"0_nicolas_0.wav","0","zero","nicolas","0"
"0_nicolas_10.wav","0","zero","nicolas","0"
"0_nicolas_11.wav","0","zero","nicolas","1"
"0_nicolas_12.wav","0","zero","nicolas","2"
"0_nicolas_13.wav","0","zero","nicolas","3"
"0_nicolas_14.wav","0","zero","nicolas","4"
"0_nicolas_15.wav","0","zero","nicolas","5"
"0_nicolas_16.wav","0","zero","nicolas","6"
"0_nicolas_17.wav","0","zero","nicolas","7"
"0_nicolas_18.wav","0","zero","nicolas","8"
"0_nicolas_19.wav","0","zero","nicolas","9"
"0_nicolas_1.wav","0","zero","nicolas","1"
"0_nicolas_20.wav","0","zero","nicolas","0"
"0_nicolas_21.wav","0","zero","nicolas","1"
"0_nicolas_22.wav","0","zero","nicolas","2"
"0_nicolas_23.wav","0","zero","nicolas","3"
"0_nicolas_24.wav","0","zero","nicolas","4"
"0_nicolas_25.wav","0","zero","nicolas","5"
"0_nicolas_26.wav","0","zero","nicolas","6"
"0_nicolas_27.wav","0","zero","nicolas","7"
"0_nicolas_28.wav","0","zero","nicolas","8"
"0_nicolas_29.wav","0","zero","nicolas","9"
"0_nicolas_2.wav","0","zero","nicolas","2"
"0_nicolas_30.wav","0","zero","nicolas","0"
"0_nicolas_31.wav","0","zero","nicolas","1"
"0_nicolas_32.wav","0","zero","nicolas","2"
"0_nicolas_33.wav","0","zero","nicolas","3"
"0_nicolas_34.wav","0","zero","nicolas","4"
"0_nicolas_35.wav","0","zero","nicolas","5"
"0_nicolas_36.wav","0","zero","nicolas","6"
"0_nicolas_37.wav","0","zero","nicolas","7"
"0_nicolas_38.wav","0","zero","nicolas","8"
"0_nicolas_39.wav","0","zero","nicolas","9"
"0_nicolas_3.wav","0","zero","nicolas","3"
"0_nicolas_40.wav","0","zero","nicolas","0"
"0_nicolas_41.wav","0","zero","nicolas","1"
"0_nicolas_42.wav","0","zero","nicolas","2"
"0_nicolas_43.wav","0","zero","nicolas","3"
"0_nicolas_44.wav","0","zero","nicolas","4"
"0_nicolas_45.wav","0","zero","nicolas","5"
"0_nicolas_46.wav","0","zero","nicolas","6"
"0_nicolas_47.wav","0","zero","nicolas","7"
"0_nicolas_48.wav","0","zero","nicolas","8"
"0_nicolas_49.wav","0","zero","nicolas","9"
"0_nicolas_4.wav","0","zero","nicolas","4"
"0_nicolas_5.wav","0","zero","nicolas","5"
"0_nicolas_6.wav","0","zero","nicolas","6"
"0_nicolas_7.wav","0","zero","nicolas","7"
"0_nicolas_8.wav","0","zero","nicolas","8"
"0_nicolas_9.wav","0","zero","nicolas","9"
"0_theo_0.wav","0","zero","theo","0"
"0_theo_10.wav","0","zero","theo","0"
"0_theo_11.wav","0","zero","theo","1"
"0_theo_12.wav","0","zero","theo","2"
"0_theo_13.wav","0","zero","theo","3"
"0_theo_14.wav","0","zero","theo","4"
"0_theo_15.wav","0","zero","theo","5"
"0_theo_16.wav","0","zero","theo","6"
"0_theo_17.wav","0","zero","theo","7"
"0_theo_18.wav","0","zero","theo","8"
"0_theo_19.wav","0","zero","theo","9"
"0_theo_1.wav","0","zero","theo","1"
"0_theo_20.wav","0","zero","theo","0"
"0_theo_21.wav","0","zero","theo","1"
"0_theo_22.wav","0","zero","theo","2"
"0_theo_23.wav","0","zero","theo","3"
"0_theo_24.wav","0","zero","theo","4"
"0_theo_25.wav","0","zero","theo","5"
"0_theo_26.wav","0","zero","theo","6"
"0_theo_27.wav","0","zero","theo","7"
"0_theo_28.wav","0","zero","theo","8"
"0_theo_29.wav","0","zero","theo","9"
"0_theo_2.wav","0","zero","theo","2"
"0_theo_30.wav","0","zero","theo","0"
"0_theo_31.wav","0","zero","theo","1"
"0_theo_32.wav","0","zero","theo","2"
"0_theo_33.wav","0","zero","theo","3"
"0_theo_34.wav","0","zero","theo","4"
"0_theo_35.wav","0","zero","theo","5"
"0_theo_36.wav","0","zero","theo","6"
"0_theo_37.wav","0","zero","theo","7"
"0_theo_38.wav","0","zero","theo","8"
"0_theo_39.wav","0","zero","theo","9"
"0_theo_3.wav","0","zero","theo","3"
"0_theo_40.wav","0","zero","theo","0"
"0_theo_41.wav","0","zero","theo","1"
"0_theo_42.wav","0","zero","theo","2"
"0_theo_43.wav","0","zero","theo","3"
"0_theo_44.wav","0","zero","theo","4"
"0_theo_45.wav","0","zero","theo","5"
"0_theo_46.wav","0","zero","theo","6"
"0_theo_47.wav","0","zero","theo","7"
"0_theo_48.wav","0","zero","theo","8"
"0_theo_49.wav","0","zero","theo","9"
"0_theo_4.wav","0","zero","theo","4"
"0_theo_5.wav","0","zero","theo","5"
"0_theo_6.wav","0","zero","theo","6"
"0_theo_7.wav","0","zero","theo","7"
"0_theo_8.wav","0","zero","theo","8"
"0_theo_9.wav","0","zero","theo","9"
"0_yweweler_0.wav","0","zero","yweweler","0"
"0_yweweler_10.wav","0","zero","yweweler","0"
"0_yweweler_11.wav","0","zero","yweweler","1"
"0_yweweler_12.wav","0","zero","yweweler","2"
"0_yweweler_13.wav","0","zero","yweweler","3"
"0_yweweler_14.wav","0","zero","yweweler","4"
"0_yweweler_15.wav","0","zero","yweweler","5"
"0_yweweler_16.wav","0","zero","yweweler","6"
"0_yweweler_17.wav","0","zero","yweweler","7"
"0_yweweler_18.wav","0","zero","yweweler","8"
"0_yweweler_19.wav","0","zero","yweweler","9"
"0_yweweler_1.wav","0","zero","yweweler","1"
"0_yweweler_20.wav","0","zero","yweweler","0"
"0_yweweler_21.wav","0","zero","yweweler","1"
"0_yweweler_22.wav","0","zero","yweweler","2"
"0_yweweler_23.wav","0","zero","yweweler","3"
"0_yweweler_24.wav","0","zero","yweweler","4"
"0_yweweler_25.wav","0","zero","yweweler","5"
"0_yweweler_26.wav","0","zero","yweweler","6"
"0_yweweler_27.wav","0","zero","yweweler","7"
"0_yweweler_28.wav","0","zero","yweweler","8"
"0_yweweler_29.wav","0","zero","yweweler","9"
"0_yweweler_2.wav","0","zero","yweweler","2"
"0_yweweler_30.wav","0","zero","yweweler","0"
"0_yweweler_31.wav","0","zero","yweweler","1"
"0_yweweler_32.wav","0","zero","yweweler","2"
"0_yweweler_33.wav","0","zero","yweweler","3"
"0_yweweler_34.wav","0","zero","yweweler","4"
"0_yweweler_35.wav","0","zero","yweweler","5"
"0_yweweler_36.wav","0","zero","yweweler","6"
"0_yweweler_37.wav","0","zero","yweweler","7"
"0_yweweler_38.wav","0","zero","yweweler","8"
"0_yweweler_39.wav","0","zero","yweweler","9"
"0_yweweler_3.wav","0","zero","yweweler","3"
"0_yweweler_40.wav","0","zero","yweweler","0"
"0_yweweler_41.wav","0","zero","yweweler","1"
"0_yweweler_42.wav","0","zero","yweweler","2"
"0_yweweler_43.wav","0","zero","yweweler","3"
"0_yweweler_44.wav","0","zero","yweweler","4"
"0_yweweler_45.wav","0","zero","yweweler","5"
"0_yweweler_46.wav","0","zero","yweweler","6"
"0_yweweler_47.wav","0","zero","yweweler","7"
"0_yweweler_48.wav","0","zero","yweweler","8"
"0_yweweler_49.wav","0","zero","yweweler","9"
"0_yweweler_4.wav","0","zero","yweweler","4"
"0_yweweler_5.wav","0","zero","yweweler","5"
"0_yweweler_6.wav","0","zero","yweweler","6"
"0_yweweler_7.wav","0","zero","yweweler","7"
"0_yweweler_8.wav","0","zero","yweweler","8"
"0_yweweler_9.wav","0","zero","yweweler","9"
"1_george_0.wav","1","un","george","0"
"1_george_10.wav","1","un","george","0"
"1_george_11.wav","1","un","george","1"
"1_george_12.wav","1","un","george","2"
"1_george_13.wav","1","un","george","3"
"1_george_14.wav","1","un","george","4"
"1_george_15.wav","1","un","george","5"
"1_george_16.wav","1","un","george","6"
"1_george_17.wav","1","un","george","7"
"1_george_18.wav","1","un","george","8"
"1_george_19.wav","1","un","george","9"
"1_george_1.wav","1","un","george","1"
"1_george_20.wav","1","un","george","0"
"1_george_21.wav","1","un","george","1"
"1_george_22.wav","1","un","george","2"
"1_george_23.wav","1","un","george","3"
"1_george_24.wav","1","un","george","4"
"1_george_25.wav","1","un","george","5"
"1_george_26.wav","1","un","george","6"
"1_george_27.wav","1","un","george","7"
"1_george_28.wav","1","un","george","8"
"1_george_29.wav","1","un","george","9"
"1_george_2.wav","1","un","george","2"
"1_george_30.wav","1","un","george","0"
"1_george_31.wav","1","un","george","1"
"1_george_32.wav","1","un","george","2"
"1_george_33.wav","1","un","george","3"
"1_george_34.wav","1","un","george","4"
"1_george_35.wav","1","un","george","5"
"1_george_36.wav","1","un","george","6"
"1_george_37.wav","1","un","george","7"
"1_george_38.wav","1","un","george","8"
"1_george_39.wav","1","un","george","9"
"1_george_3.wav","1","un","george","3"
"1_george_40.wav","1","un","george","0"
"1_george_41.wav","1","un","george","1"
"1_george_42.wav","1","un","george","2"
"1_george_43.wav","1","un","george","3"
"1_george_44.wav","1","un","george","4"
"1_george_45.wav","1","un","george","5"
"1_george_46.wav","1","un","george","6"
"1_george_47.wav","1","un","george","7"
"1_george_48.wav","1","un","george","8"
"1_george_49.wav","1","un","george","9"
"1_george_4.wav","1","un","george","4"
"1_george_5.wav","1","un","george","5"
"1_george_6.wav","1","un","george","6"
"1_george_7.wav","1","un","george","7"
"1_george_8.wav","1","un","george","8"
"1_george_9.wav","1","un","george","9"
"1_jackson_0.wav","1","un","jackson","0"
"1_jackson_10.wav","1","un","jackson","0"
"1_jackson_11.wav","1","un","jackson","1"
"1_jackson_12.wav","1","un","jackson","2"
"1_jackson_13.wav","1","un","jackson","3"
"1_jackson_14.wav","1","un","jackson","4"
"1_jackson_15.wav","1","un","jackson","5"
"1_jackson_16.wav","1","un","jackson","6"
"1_jackson_17.wav","1","un","jackson","7"
"1_jackson_18.wav","1","un","jackson","8"
"1_jackson_19.wav","1","un","jackson","9"
"1_jackson_1.wav","1","un","jackson","1"
"1_jackson_20.wav","1","un","jackson","0"
"1_jackson_21.wav","1","un","jackson","1"
"1_jackson_22.wav","1","un","jackson","2"
"1_jackson_23.wav","1","un","jackson","3"
"1_jackson_24.wav","1","un","jackson","4"
"1_jackson_25.wav","1","un","jackson","5"
"1_jackson_26.wav","1","un","jackson","6"
"1_jackson_27.wav","1","un","jackson","7"
"1_jackson_28.wav","1","un","jackson","8"
"1_jackson_29.wav","1","un","jackson","9"
"1_jackson_2.wav","1","un","jackson","2"
"1_jackson_30.wav","1","un","jackson","0"
"1_jackson_31.wav","1","un","jackson","1"
"1_jackson_32.wav","1","un","jackson","2"
"1_jackson_33.wav","1","un","jackson","3"
"1_jackson_34.wav","1","un","jackson","4"
"1_jackson_35.wav","1","un","jackson","5"
"1_jackson_36.wav","1","un","jackson","6"
"1_jackson_37.wav","1","un","jackson","7"
"1_jackson_38.wav","1","un","jackson","8"
"1_jackson_39.wav","1","un","jackson","9"
"1_jackson_3.wav","1","un","jackson","3"
"1_jackson_40.wav","1","un","jackson","0"
"1_jackson_41.wav","1","un","jackson","1"
"1_jackson_42.wav","1","un","jackson","2"
"1_jackson_43.wav","1","un","jackson","3"
"1_jackson_44.wav","1","un","jackson","4"
"1_jackson_45.wav","1","un","jackson","5"
"1_jackson_46.wav","1","un","jackson","6"
"1_jackson_47.wav","1","un","jackson","7"
"1_jackson_48.wav","1","un","jackson","8"
"1_jackson_49.wav","1","un","jackson","9"
"1_jackson_4.wav","1","un","jackson","4"
"1_jackson_5.wav","1","un","jackson","5"
"1_jackson_6.wav","1","un","jackson","6"
"1_jackson_7.wav","1","un","jackson","7"
"1_jackson_8.wav","1","un","jackson","8"
"1_jackson_9.wav","1","un","jackson","9"
"1_lucas_0.wav","1","un","lucas","0"
"1_lucas_10.wav","1","un","lucas","0"
"1_lucas_11.wav","1","un","lucas","1"
"1_lucas_12.wav","1","un","lucas","2"
"1_lucas_13.wav","1","un","lucas","3"
"1_lucas_14.wav","1","un","lucas","4"
"1_lucas_15.wav","1","un","lucas","5"
"1_lucas_16.wav","1","un","lucas","6"
"1_lucas_17.wav","1","un","lucas","7"
"1_lucas_18.wav","1","un","lucas","8"
"1_lucas_19.wav","1","un","lucas","9"
"1_lucas_1.wav","1","un","lucas","1"
"1_lucas_20.wav","1","un","lucas","0"
"1_lucas_21.wav","1","un","lucas","1"
"1_lucas_22.wav","1","un","lucas","2"
"1_lucas_23.wav","1","un","lucas","3"
"1_lucas_24.wav","1","un","lucas","4"
"1_lucas_25.wav","1","un","lucas","5"
"1_lucas_26.wav","1","un","lucas","6"
"1_lucas_27.wav","1","un","lucas","7"
"1_lucas_28.wav","1","un","lucas","8"
"1_lucas_29.wav","1","un","lucas","9"
"1_lucas_2.wav","1","un","lucas","2"
"1_lucas_30.wav","1","un","lucas","0"
"1_lucas_31.wav","1","un","lucas","1"
"1_lucas_32.wav","1","un","lucas","2"
"1_lucas_33.wav","1","un","lucas","3"
"1_lucas_34.wav","1","un","lucas","4"
"1_lucas_35.wav","1","un","lucas","5"
"1_lucas_36.wav","1","un","lucas","6"
"1_lucas_37.wav","1","un","lucas","7"
"1_lucas_38.wav","1","un","lucas","8"
"1_lucas_39.wav","1","un","lucas","9"
"1_lucas_3.wav","1","un","lucas","3"
"1_lucas_40.wav","1","un","lucas","0"
"1_lucas_41.wav","1","un","lucas","1"
"1_lucas_42.wav","1","un","lucas","2"
"1_lucas_43.wav","1","un","lucas","3"
"1_lucas_44.wav","1","un","lucas","4"
"1_lucas_45.wav","1","un","lucas","5"
"1_lucas_46.wav","1","un","lucas","6"
"1_lucas_47.wav","1","un","lucas","7"
"1_lucas_48.wav","1","un","lucas","8"
"1_lucas_49.wav","1","un","lucas","9"
"1_lucas_4.wav","1","un","lucas","4"
"1_lucas_5.wav","1","un","lucas","5"
"1_lucas_6.wav","1","un","lucas","6"
"1_lucas_7.wav","1","un","lucas","7"
"1_lucas_8.wav","1","un","lucas","8"
"1_lucas_9.wav","1","un","lucas","9"
"1_nicolas_0.wav","1","un","nicolas","0"
"1_nicolas_10.wav","1","un","nicolas","0"
"1_nicolas_11.wav","1","un","nicolas","1"
"1_nicolas_12.wav","1","un","nicolas","2"
"1_nicolas_13.wav","1","un","nicolas","3"
"1_nicolas_14.wav","1","un","nicolas","4"
"1_nicolas_15.wav","1","un","nicolas","5"
"1_nicolas_16.wav","1","un","nicolas","6"
"1_nicolas_17.wav","1","un","nicolas","7"
"1_nicolas_18.wav","1","un","nicolas","8"
"1_nicolas_19.wav","1","un","nicolas","9"
"1_nicolas_1.wav","1","un","nicolas","1"
"1_nicolas_20.wav","1","un","nicolas","0"
"1_nicolas_21.wav","1","un","nicolas","1"
"1_nicolas_22.wav","1","un","nicolas","2"
"1_nicolas_23.wav","1","un","nicolas","3"
"1_nicolas_24.wav","1","un","nicolas","4"
"1_nicolas_25.wav","1","un","nicolas","5"
"1_nicolas_26.wav","1","un","nicolas","6"
"1_nicolas_27.wav","1","un","nicolas","7"
"1_nicolas_28.wav","1","un","nicolas","8"
"1_nicolas_29.wav","1","un","nicolas","9"
"1_nicolas_2.wav","1","un","nicolas","2"
"1_nicolas_30.wav","1","un","nicolas","0"
"1_nicolas_31.wav","1","un","nicolas","1"
"1_nicolas_32.wav","1","un","nicolas","2"
"1_nicolas_33.wav","1","un","nicolas","3"
"1_nicolas_34.wav","1","un","nicolas","4"
"1_nicolas_35.wav","1","un","nicolas","5"
"1_nicolas_36.wav","1","un","nicolas","6"
"1_nicolas_37.wav","1","un","nicolas","7"
"1_nicolas_38.wav","1","un","nicolas","8"
"1_nicolas_39.wav","1","un","nicolas","9"
"1_nicolas_3.wav","1","un","nicolas","3"
"1_nicolas_40.wav","1","un","nicolas","0"
"1_nicolas_41.wav","1","un","nicolas","1"
"1_nicolas_42.wav","1","un","nicolas","2"
"1_nicolas_43.wav","1","un","nicolas","3"
"1_nicolas_44.wav","1","un","nicolas","4"
"1_nicolas_45.wav","1","un","nicolas","5"
"1_nicolas_46.wav","1","un","nicolas","6"
"1_nicolas_47.wav","1","un","nicolas","7"
"1_nicolas_48.wav","1","un","nicolas","8"
"1_nicolas_49.wav","1","un","nicolas","9"
"1_nicolas_4.wav","1","un","nicolas","4"
"1_nicolas_5.wav","1","un","nicolas","5"
"1_nicolas_6.wav","1","un","nicolas","6"
"1_nicolas_7.wav","1","un","nicolas","7"
"1_nicolas_8.wav","1","un","nicolas","8"
"1_nicolas_9.wav","1","un","nicolas","9"
"1_theo_0.wav","1","un","theo","0"
"1_theo_10.wav","1","un","theo","0"
"1_theo_11.wav","1","un","theo","1"
"1_theo_12.wav","1","un","theo","2"
"1_theo_13.wav","1","un","theo","3"
"1_theo_14.wav","1","un","theo","4"
"1_theo_15.wav","1","un","theo","5"
"1_theo_16.wav","1","un","theo","6"
"1_theo_17.wav","1","un","theo","7"
"1_theo_18.wav","1","un","theo","8"
"1_theo_19.wav","1","un","theo","9"
"1_theo_1.wav","1","un","theo","1"
"1_theo_20.wav","1","un","theo","0"
"1_theo_21.wav","1","un","theo","1"
"1_theo_22.wav","1","un","theo","2"
"1_theo_23.wav","1","un","theo","3"
"1_theo_24.wav","1","un","theo","4"
"1_theo_25.wav","1","un","theo","5"
"1_theo_26.wav","1","un","theo","6"
"1_theo_27.wav","1","un","theo","7"
"1_theo_28.wav","1","un","theo","8"
"1_theo_29.wav","1","un","theo","9"
"1_theo_2.wav","1","un","theo","2"
"1_theo_30.wav","1","un","theo","0"
"1_theo_31.wav","1","un","theo","1"
"1_theo_32.wav","1","un","theo","2"
"1_theo_33.wav","1","un","theo","3"
"1_theo_34.wav","1","un","theo","4"
"1_theo_35.wav","1","un","theo","5"
"1_theo_36.wav","1","un","theo","6"
"1_theo_37.wav","1","un","theo","7"
"1_theo_38.wav","1","un","theo","8"
"1_theo_39.wav","1","un","theo","9"
"1_theo_3.wav","1","un","theo","3"
"1_theo_40.wav","1","un","theo","0"
"1_theo_41.wav","1","un","theo","1"
"1_theo_42.wav","1","un","theo","2"
"1_theo_43.wav","1","un","theo","3"
"1_theo_44.wav","1","un","theo","4"
"1_theo_45.wav","1","un","theo","5"
"1_theo_46.wav","1","un","theo","6"
"1_theo_47.wav","1","un","theo","7"
"1_theo_48.wav","1","un","theo","8"
"1_theo_49.wav","1","un","theo","9"
"1_theo_4.wav","1","un","theo","4"
"1_theo_5.wav","1","un","theo","5"
"1_theo_6.wav","1","un","theo","6"
"1_theo_7.wav","1","un","theo","7"
"1_theo_8.wav","1","un","theo","8"
"1_theo_9.wav","1","un","theo","9"
"1_yweweler_0.wav","1","un","yweweler","0"
"1_yweweler_10.wav","1","un","yweweler","0"
"1_yweweler_11.wav","1","un","yweweler","1"
"1_yweweler_12.wav","1","un","yweweler","2"
"1_yweweler_13.wav","1","un","yweweler","3"
"1_yweweler_14.wav","1","un","yweweler","4"
"1_yweweler_15.wav","1","un","yweweler","5"
"1_yweweler_16.wav","1","un","yweweler","6"
"1_yweweler_17.wav","1","un","yweweler","7"
"1_yweweler_18.wav","1","un","yweweler","8"
"1_yweweler_19.wav","1","un","yweweler","9"
"1_yweweler_1.wav","1","un","yweweler","1"
"1_yweweler_20.wav","1","un","yweweler","0"
"1_yweweler_21.wav","1","un","yweweler","1"
"1_yweweler_22.wav","1","un","yweweler","2"
"1_yweweler_23.wav","1","un","yweweler","3"
"1_yweweler_24.wav","1","un","yweweler","4"
"1_yweweler_25.wav","1","un","yweweler","5"
"1_yweweler_26.wav","1","un","yweweler","6"
"1_yweweler_27.wav","1","un","yweweler","7"
"1_yweweler_28.wav","1","un","yweweler","8"
"1_yweweler_29.wav","1","un","yweweler","9"
"1_yweweler_2.wav","1","un","yweweler","2"
"1_yweweler_30.wav","1","un","yweweler","0"
"1_yweweler_31.wav","1","un","yweweler","1"
"1_yweweler_32.wav","1","un","yweweler","2"
"1_yweweler_33.wav","1","un","yweweler","3"
"1_yweweler_34.wav","1","un","yweweler","4"
"1_yweweler_35.wav","1","un","yweweler","5"
"1_yweweler_36.wav","1","un","yweweler","6"
"1_yweweler_37.wav","1","un","yweweler","7"
"1_yweweler_38.wav","1","un","yweweler","8"
"1_yweweler_39.wav","1","un","yweweler","9"
"1_yweweler_3.wav","1","un","yweweler","3"
"1_yweweler_40.wav","1","un","yweweler","0"
"1_yweweler_41.wav","1","un","yweweler","1"
"1_yweweler_42.wav","1","un","yweweler","2"
"1_yweweler_43.wav","1","un","yweweler","3"
"1_yweweler_44.wav","1","un","yweweler","4"
"1_yweweler_45.wav","1","un","yweweler","5"
"1_yweweler_46.wav","1","un","yweweler","6"
"1_yweweler_47.wav","1","un","yweweler","7"
"1_yweweler_48.wav","1","un","yweweler","8"
"1_yweweler_49.wav","1","un","yweweler","9"
"1_yweweler_4.wav","1","un","yweweler","4"
"1_yweweler_5.wav","1","un","yweweler","5"
"1_yweweler_6.wav","1","un","yweweler","6"
"1_yweweler_7.wav","1","un","yweweler","7"
"1_yweweler_8.wav","1","un","yweweler","8"
"1_yweweler_9.wav","1","un","yweweler","9"
"2_george_0.wav","2","deux","george","0"
"2_george_10.wav","2","deux","george","0"
"2_george_11.wav","2","deux","george","1"
